Instruction,tp
"RCL (R16, 0)",7.07
"RCL (R16, 1)",1.08
"RCL (R16, CL)",6.0
"RCL (R16, I8)",6.0
"RCL (R32, 0)",7.07
"RCL (R32, 1)",1.08
"RCL (R32, CL)",6.0
"RCL (R32, I8)",6.0
"RCL (R64, 0)",7.07
"RCL (R64, 1)",1.08
"RCL (R64, CL)",6.0
"RCL (R64, I8)",6.0
"RCL (R8h, 0)",5.33
"RCL (R8h, 1)",2.0
"RCL (R8h, CL)",5.33
"RCL (R8h, I8)",5.33
"RCL (R8l, CL)",5.29
"RCL_R0 (R8l, 0)",5.31
"RCL_R0 (R8l, 1)",1.1
"RCL_R0 (R8l, I8)",5.31
"RCL_R4 (R8l, 0)",5.31
"RCL_R4 (R8l, 1)",1.08
"RCL_R4 (R8l, I8)",5.31
"RCR (M16, 0)",6.0
"RCR (M16, 1)",1.46
"RCR (M16, CL)",6.0
"RCR (M16, I8)",6.0
"RCR (M32, 0)",6.0
"RCR (M32, 1)",1.38
"RCR (M32, CL)",6.0
"RCR (M32, I8)",6.0
"RCR (M64, 0)",6.0
"RCR (M64, 1)",1.37
"RCR (M64, CL)",6.0
"RCR (M64, I8)",6.0
"RCR (M8, 0)",6.62
"RCR (M8, 1)",1.5
"RCR (M8, CL)",6.62
"RCR (M8, I8)",6.62
"RCR (R16, 0)",6.0
"RCR (R16, 1)",1.08
"RCR (R16, CL)",6.0
"RCR (R16, I8)",6.0
"RCR (R32, 0)",6.0
"RCR (R32, 1)",1.08
"RCR (R32, CL)",6.0
"RCR (R32, I8)",6.0
"RCR (R64, 0)",6.0
"RCR (R64, 1)",1.08
"RCR (R64, CL)",6.0
"RCR (R64, I8)",6.0
"RCR (R8h, 0)",6.36
"RCR (R8h, 1)",2.0
"RCR (R8h, CL)",6.4
"RCR (R8h, I8)",6.36
"RCR (R8l, CL)",6.36
"RCR_R0 (R8l, 0)",6.37
"RCR_R0 (R8l, 1)",1.1
"RCR_R0 (R8l, I8)",6.35
"RCR_R4 (R8l, 0)",6.37
"RCR_R4 (R8l, 1)",1.08
"RCR_R4 (R8l, I8)",6.35
RDMSR,92.29
RDPMC,37.0
RDTSC,24.0
RET_NEAR,28.91
RET_NEAR (I16),28.93
"ROL (M16, 0)",1.07
"ROL (M16, 1)",1.11
"ROL (M16, CL)",3.96
"ROL (M16, I8)",1.07
"ROL (M32, 0)",1.02
"ROL (M32, 1)",1.04
"ROL (M32, CL)",3.96
"ROL (M32, I8)",1.04
"ROL (M64, 0)",1.0
"ROL (M64, 1)",1.05
"ROL (M64, CL)",3.98
"ROL (M64, I8)",1.05
"ROL (M8, 0)",1.0
"ROL (M8, 1)",1.11
"ROL (M8, CL)",3.98
"ROL (M8, I8)",1.11
"ROL (R16, 0)",0.5
"ROL (R16, 1)",1.0
"ROL (R16, CL)",1.5
"ROL (R16, I8)",0.5
"ROL (R32, 0)",0.5
"ROL (R32, 1)",1.0
"ROL (R32, CL)",1.5
"ROL (R32, I8)",0.5
"ROL (R64, 0)",0.5
"ROL (R64, 1)",1.0
"ROL (R64, CL)",1.5
"ROL (R64, I8)",0.5
"ROL (R8h, 0)",0.5
"ROL (R8h, 1)",1.0
"ROL (R8h, CL)",1.52
"ROL (R8h, I8)",0.5
"ROL (R8l, CL)",1.5
"ROL_R0 (R8l, 0)",0.5
"ROL_R0 (R8l, 1)",1.0
"ROL_R0 (R8l, I8)",0.5
"ROL_R4 (R8l, 0)",0.5
"ROL_R4 (R8l, 1)",1.0
"ROL_R4 (R8l, I8)",0.5
"ROR (M16, 0)",1.07
"ROR (M16, 1)",1.12
"ROR (M16, CL)",4.0
"ROR (M16, I8)",1.11
"ROR (M32, 0)",1.02
"ROR (M32, 1)",1.04
"ROR (M32, CL)",3.98
"ROR (M32, I8)",1.0
"ROR (M64, 0)",1.0
"ROR (M64, 1)",1.05
"ROR (M64, CL)",3.98
"ROR (M64, I8)",1.05
"ROR (M8, 0)",1.05
"ROR (M8, 1)",1.07
"ROR (M8, CL)",3.96
"ROR (M8, I8)",1.11
"ROR (R16, 0)",0.5
"ROR (R16, 1)",1.0
"ROR (R16, CL)",1.5
"ROR (R16, I8)",0.5
"ROR (R32, 0)",0.5
"ROR (R32, 1)",1.0
"ROR (R32, CL)",1.5
"ROR (R32, I8)",0.5
"ROR (R64, 0)",0.5
"ROR (R64, 1)",1.0
"ROR (R64, CL)",1.5
"ROR (R64, I8)",0.5
"ROR (R8h, 0)",0.5
"ROR (R8h, 1)",1.0
"ROR (R8h, CL)",1.52
"ROR (R8h, I8)",0.5
"ROR (R8l, CL)",1.5
"ROR_R0 (R8l, 0)",0.5
"ROR_R0 (R8l, 1)",1.0
"ROR_R0 (R8l, I8)",0.5
"ROR_R4 (R8l, 0)",0.5
"ROR_R4 (R8l, 1)",1.0
"ROR_R4 (R8l, I8)",0.5
SAHF,0.57
"SAR (M16, 0)",1.0
"SAR (M16, 1)",1.0
"SAR (M16, CL)",3.96
"SAR (M16, I8)",1.0
"SAR (M32, 0)",1.0
"SAR (M32, 1)",1.0
"SAR (M32, CL)",3.98
"SAR (M32, I8)",1.0
"SAR (M64, 0)",1.0
"SAR (M64, 1)",1.0
"SAR (M64, CL)",3.97
"SAR (M64, I8)",1.0
"SAR (M8, 0)",1.0
"SAR (M8, 1)",1.0
"SAR (M8, CL)",3.98
"SAR (M8, I8)",1.0
"SAR (R16, 0)",0.5
"SAR (R16, 1)",0.5
"SAR (R16, CL)",1.5
"SAR (R16, I8)",0.5
"SAR (R32, 0)",0.5
"SAR (R32, 1)",0.5
"SAR (R32, CL)",1.5
"SAR (R32, I8)",0.5
"SAR (R64, 0)",0.5
"SAR (R64, 1)",0.5
"SAR (R64, CL)",1.5
"SAR (R64, I8)",0.5
"SAR (R8h, 0)",0.5
"SAR (R8h, 1)",0.5
"SAR (R8h, CL)",1.52
"SAR (R8h, I8)",0.5
"SAR (R8l, CL)",1.5
"SAR_R0 (R8l, 0)",0.5
"SAR_R0 (R8l, 1)",0.5
"SAR_R0 (R8l, I8)",0.5
"SAR_R4 (R8l, 0)",0.5
"SAR_R4 (R8l, 1)",0.5
"SAR_R4 (R8l, I8)",0.5
"SBB (AL, 0)",0.75
"SBB (AL, I8)",0.75
"SBB (AX, I16)",0.78
"SBB (EAX, I32)",0.75
"SBB (M16, 0)",1.36
"SBB (M16, I16)",1.38
"SBB (M16, I8)",1.36
"SBB (M16, R16)",1.67
"SBB (M32, 0)",1.33
"SBB (M32, I32)",1.33
"SBB (M32, I8)",1.33
"SBB (M32, R32)",1.64
"SBB (M64, 0)",1.33
"SBB (M64, I32)",1.33
"SBB (M64, I8)",1.33
"SBB (M64, R64)",1.63
"SBB (M8, 0)",1.37
"SBB (M8, I8)",1.37
"SBB (M8, R8h)",1.67
"SBB (M8, R8l)",1.67
"SBB (R16, 0)",0.53
"SBB (R16, I16)",0.77
"SBB (R16, I8)",0.77
"SBB (R16, M16)",0.96
"SBB (R32, 0)",0.53
"SBB (R32, I32)",0.75
"SBB (R32, I8)",0.77
"SBB (R32, M32)",0.96
"SBB (R64, 0)",0.53
"SBB (R64, I32)",0.75
"SBB (R64, I8)",0.77
"SBB (R64, M64)",0.96
"SBB (R8h, 0)",0.78
"SBB (R8h, I8)",0.78
"SBB (R8h, M8)",0.96
"SBB (R8l, M8)",0.96
"SBB (RAX, I32)",0.75
"SBB_18 (R8h, R8h)",0.85
"SBB_18 (R8h, R8l)",0.85
"SBB_18 (R8l, R8h)",0.85
"SBB_18 (R8l, R8l)",0.77
"SBB_19 (R16, R16)",0.78
"SBB_19 (R32, R32)",0.77
"SBB_19 (R64, R64)",0.77
"SBB_1A (R8h, R8h)",0.85
"SBB_1A (R8h, R8l)",0.85
"SBB_1A (R8l, R8h)",0.85
"SBB_1A (R8l, R8l)",0.77
"SBB_1B (R16, R16)",0.78
"SBB_1B (R32, R32)",0.77
"SBB_1B (R64, R64)",0.77
"SBB_LOCK (M16, 0)",19.0
"SBB_LOCK (M16, I16)",19.0
"SBB_LOCK (M16, I8)",19.0
"SBB_LOCK (M16, R16)",19.0
"SBB_LOCK (M32, 0)",19.0
"SBB_LOCK (M32, I32)",19.0
"SBB_LOCK (M32, I8)",19.0
"SBB_LOCK (M32, R32)",19.0
"SBB_LOCK (M64, 0)",19.0
"SBB_LOCK (M64, I32)",19.0
"SBB_LOCK (M64, I8)",19.0
"SBB_LOCK (M64, R64)",19.0
"SBB_LOCK (M8, 0)",19.0
"SBB_LOCK (M8, I8)",19.0
"SBB_LOCK (M8, R8h)",19.0
"SBB_LOCK (M8, R8l)",19.0
"SBB_R0 (R8l, 0)",0.78
"SBB_R0 (R8l, I8)",0.78
"SBB_R4 (R8l, 0)",0.78
"SBB_R4 (R8l, I8)",0.78
SCASB,1.2
SCASB_REPE,41.23
SCASB_REPNE,41.23
SCASD,1.2
SCASD_REPE,41.23
SCASD_REPNE,41.23
SCASW,1.2
SCASW_REPE,41.25
SCASW_REPNE,41.25
SETB (M8),1.0
SETB (R8h),0.5
SETB (R8l),0.5
SETBE (M8),1.0
SETBE (R8h),1.0
SETBE (R8l),1.0
SETL (M8),1.0
SETL (R8h),0.52
SETL (R8l),0.5
SETLE (M8),1.0
SETLE (R8h),0.52
SETLE (R8l),0.5
SETNB (M8),1.0
SETNB (R8h),0.5
SETNB (R8l),0.5
SETNBE (M8),1.0
SETNBE (R8h),1.0
SETNBE (R8l),1.0
SETNL (M8),1.0
SETNL (R8h),0.52
SETNL (R8l),0.5
SETNLE (M8),1.0
SETNLE (R8h),0.52
SETNLE (R8l),0.5
SETNO (M8),1.0
SETNO (R8h),0.52
SETNO (R8l),0.5
SETNP (M8),1.0
SETNP (R8h),0.52
SETNP (R8l),0.5
SETNS (M8),1.0
SETNS (R8h),0.52
SETNS (R8l),0.5
SETNZ (M8),1.0
SETNZ (R8h),0.52
SETNZ (R8l),0.5
SETO (M8),1.0
SETO (R8h),0.52
SETO (R8l),0.5
SETP (M8),1.0
SETP (R8h),0.52
SETP (R8l),0.5
SETS (M8),1.0
SETS (R8h),0.52
SETS (R8l),0.5
SETZ (M8),1.0
SETZ (R8h),0.52
SETZ (R8l),0.5
SGDT (M80),7.0
"SHL (M16, 0)",1.0
"SHL (M16, 1)",1.0
"SHL (M16, CL)",3.97
"SHL (M16, I8)",1.0
"SHL (M32, 0)",1.0
"SHL (M32, 1)",1.0
"SHL (M32, CL)",3.98
"SHL (M32, I8)",1.0
"SHL (M64, 0)",1.0
"SHL (M64, 1)",1.0
"SHL (M64, CL)",3.98
"SHL (M64, I8)",1.0
"SHL (M8, 0)",1.0
"SHL (M8, 1)",1.0
"SHL (M8, CL)",3.98
"SHL (M8, I8)",1.0
"SHL (R16, 0)",0.5
"SHL (R16, 1)",0.5
"SHL (R16, CL)",1.5
"SHL (R16, I8)",0.5
"SHL (R32, 0)",0.5
"SHL (R32, 1)",0.5
"SHL (R32, CL)",1.5
"SHL (R32, I8)",0.5
"SHL (R64, 0)",0.5
"SHL (R64, 1)",0.5
"SHL (R64, CL)",1.5
"SHL (R64, I8)",0.5
"SHL (R8h, 0)",0.5
"SHL (R8h, 1)",0.5
"SHL (R8h, CL)",1.52
"SHL (R8h, I8)",0.5
"SHL (R8l, CL)",1.5
"SHL_R0 (R8l, 0)",0.5
"SHL_R0 (R8l, 1)",0.5
"SHL_R0 (R8l, I8)",0.5
"SHL_R4 (R8l, 0)",0.5
"SHL_R4 (R8l, 1)",0.5
"SHL_R4 (R8l, I8)",0.5
"SHLD (M16, R16, 0)",1.0
"SHLD (M16, R16, CL)",3.98
"SHLD (M16, R16, I8)",1.0
"SHLD (M32, R32, 0)",1.0
"SHLD (M32, R32, CL)",4.0
"SHLD (M32, R32, I8)",1.0
"SHLD (M64, R64, 0)",1.0
"SHLD (M64, R64, CL)",4.0
"SHLD (M64, R64, I8)",1.0
"SHLD_CL (R16, R16, CL)",1.31
"SHLD_CL (R32, R32, CL)",1.31
"SHLD_CL (R64, R64, CL)",1.31
"SHLD_IMMB (R16, R16, 0)",1.0
"SHLD_IMMB (R16, R16, I8)",1.0
"SHLD_IMMB (R32, R32, 0)",1.0
"SHLD_IMMB (R32, R32, I8)",1.0
"SHLD_IMMB (R64, R64, 0)",1.0
"SHLD_IMMB (R64, R64, I8)",1.0
"SHR (M16, 0)",1.0
"SHR (M16, 1)",1.0
"SHR (M16, CL)",4.0
"SHR (M16, I8)",1.0
"SHR (M32, 0)",1.0
"SHR (M32, 1)",1.0
"SHR (M32, CL)",3.96
"SHR (M32, I8)",1.0
"SHR (M64, 0)",1.0
"SHR (M64, 1)",1.0
"SHR (M64, CL)",3.98
"SHR (M64, I8)",1.0
"SHR (M8, 0)",1.0
"SHR (M8, 1)",1.0
"SHR (M8, CL)",3.98
"SHR (M8, I8)",1.0
"SHR (R16, 0)",0.5
"SHR (R16, 1)",0.5
"SHR (R16, CL)",1.5
"SHR (R16, I8)",0.5
"SHR (R32, 0)",0.5
"SHR (R32, 1)",0.5
"SHR (R32, CL)",1.5
"SHR (R32, I8)",0.5
"SHR (R64, 0)",0.5
"SHR (R64, 1)",0.5
"SHR (R64, CL)",1.5
"SHR (R64, I8)",0.5
"SHR (R8h, 0)",0.5
"SHR (R8h, 1)",0.5
"SHR (R8h, CL)",1.52
"SHR (R8h, I8)",0.5
"SHR (R8l, CL)",1.5
"SHR_R0 (R8l, 0)",0.5
"SHR_R0 (R8l, 1)",0.5
"SHR_R0 (R8l, I8)",0.5
"SHR_R4 (R8l, 0)",0.5
"SHR_R4 (R8l, 1)",0.5
"SHR_R4 (R8l, I8)",0.5
"SHRD (M16, R16, 0)",1.02
"SHRD (M16, R16, CL)",4.0
"SHRD (M16, R16, I8)",1.0
"SHRD (M32, R32, 0)",1.0
"SHRD (M32, R32, CL)",4.0
"SHRD (M32, R32, I8)",1.02
"SHRD (M64, R64, 0)",1.02
"SHRD (M64, R64, CL)",4.0
"SHRD (M64, R64, I8)",1.02
"SHRD_CL (R16, R16, CL)",1.31
"SHRD_CL (R32, R32, CL)",1.33
"SHRD_CL (R64, R64, CL)",1.31
"SHRD_IMMB (R16, R16, 0)",1.0
"SHRD_IMMB (R16, R16, I8)",1.0
"SHRD_IMMB (R32, R32, 0)",1.0
"SHRD_IMMB (R32, R32, I8)",1.0
"SHRD_IMMB (R64, R64, 0)",1.0
"SHRD_IMMB (R64, R64, I8)",1.0
SIDT (M80),7.0
SLDT (M16),7.0
SLDT (R16),6.0
SLDT (R32),6.0
SLDT (R64),6.0
SMSW (M16),8.0
SMSW (R16),9.0
SMSW (R32),9.0
SMSW (R64),9.0
STC,0.25
STD,4.0
STI,4.0
STOSB,1.0
STOSB_REPE,27.0
STOSB_REPNE,27.0
STOSD,1.0
STOSD_REPE,23.02
STOSD_REPNE,23.02
STOSW,1.0
STOSW_REPE,23.02
STOSW_REPNE,23.02
STR (M16),7.0
STR (R16),6.0
STR (R32),6.0
STR (R64),6.0
"SUB (AL, 0)",0.53
"SUB (AL, I8)",0.53
"SUB (AX, I16)",0.55
"SUB (EAX, I32)",0.5
"SUB (M16, 0)",1.0
"SUB (M16, I16)",1.0
"SUB (M16, I8)",1.0
"SUB (M16, R16)",1.09
"SUB (M32, 0)",1.0
"SUB (M32, I32)",1.0
"SUB (M32, I8)",1.0
"SUB (M32, R32)",1.09
"SUB (M64, 0)",1.0
"SUB (M64, I32)",1.0
"SUB (M64, I8)",1.0
"SUB (M64, R64)",1.09
"SUB (M8, 0)",1.0
"SUB (M8, I8)",1.0
"SUB (M8, R8h)",1.09
"SUB (M8, R8l)",1.09
"SUB (R16, 0)",0.27
"SUB (R16, I16)",0.29
"SUB (R16, I8)",0.27
"SUB (R16, M16)",0.5
"SUB (R32, 0)",0.25
"SUB (R32, I32)",0.25
"SUB (R32, I8)",0.25
"SUB (R32, M32)",0.5
"SUB (R64, 0)",0.25
"SUB (R64, I32)",0.25
"SUB (R64, I8)",0.25
"SUB (R64, M64)",0.5
"SUB (R8h, 0)",0.29
"SUB (R8h, I8)",0.29
"SUB (R8h, M8)",0.5
"SUB (R8l, M8)",0.5
"SUB (RAX, I32)",0.54
"SUB_28 (R8h, R8h)",0.4
"SUB_28 (R8h, R8l)",0.4
"SUB_28 (R8l, R8h)",0.4
"SUB_28 (R8l, R8l)",0.25
"SUB_29 (R16, R16)",0.25
"SUB_29 (R32, R32)",0.25
"SUB_29 (R64, R64)",0.25
"SUB_2A (R8h, R8h)",0.4
"SUB_2A (R8h, R8l)",0.4
"SUB_2A (R8l, R8h)",0.4
"SUB_2A (R8l, R8l)",0.25
"SUB_2B (R16, R16)",0.25
"SUB_2B (R32, R32)",0.25
"SUB_2B (R64, R64)",0.25
"SUB_LOCK (M16, 0)",19.0
"SUB_LOCK (M16, I16)",19.0
"SUB_LOCK (M16, I8)",19.0
"SUB_LOCK (M16, R16)",19.0
"SUB_LOCK (M32, 0)",19.0
"SUB_LOCK (M32, I32)",19.0
"SUB_LOCK (M32, I8)",19.0
"SUB_LOCK (M32, R32)",19.0
"SUB_LOCK (M64, 0)",19.0
"SUB_LOCK (M64, I32)",19.0
"SUB_LOCK (M64, I8)",19.0
"SUB_LOCK (M64, R64)",19.0
"SUB_LOCK (M8, 0)",19.0
"SUB_LOCK (M8, I8)",19.0
"SUB_LOCK (M8, R8h)",19.0
"SUB_LOCK (M8, R8l)",19.0
"SUB_R0 (R8l, 0)",0.27
"SUB_R0 (R8l, I8)",0.27
"SUB_R4 (R8l, 0)",0.25
"SUB_R4 (R8l, I8)",0.25
"TEST (AL, 0)",0.25
"TEST (AL, I8)",0.25
"TEST (AX, I16)",3.25
"TEST (EAX, I32)",0.25
"TEST (M16, I16)",0.5
"TEST (M16, R16)",0.5
"TEST (M32, I32)",0.5
"TEST (M32, R32)",0.5
"TEST (M64, I32)",0.5
"TEST (M64, R64)",0.5
"TEST (M8, 0)",0.5
"TEST (M8, I8)",0.5
"TEST (M8, R8h)",0.5
"TEST (M8, R8l)",0.5
"TEST (R16, I16)",3.38
"TEST (R16, R16)",0.25
"TEST (R32, I32)",0.25
"TEST (R32, R32)",0.25
"TEST (R64, I32)",0.25
"TEST (R64, R64)",0.25
"TEST (R8h, 0)",0.25
"TEST (R8h, I8)",0.25
"TEST (R8h, R8h)",0.25
"TEST (R8h, R8l)",0.25
"TEST (R8l, R8h)",0.25
"TEST (R8l, R8l)",0.25
"TEST (RAX, I32)",0.25
"TEST_R0 (R8l, 0)",0.25
"TEST_R0 (R8l, I8)",0.25
"TEST_R4 (R8l, 0)",0.25
"TEST_R4 (R8l, I8)",0.25
VERR (M16),67.25
VERR (R16),63.28
VERW (M16),588.29
VERW (R16),62.86
WBINVD,910193.3
WRMSR,137.28
"XADD (M16, R16)",1.4
"XADD (M32, R32)",1.42
"XADD (M64, R64)",1.4
"XADD (M8, R8h)",2.0
"XADD (M8, R8l)",1.42
"XADD (R16, R16)",0.75
"XADD (R32, R32)",0.75
"XADD (R64, R64)",0.75
"XADD (R8h, R8h)",1.18
"XADD (R8h, R8l)",1.1
"XADD (R8l, R8h)",1.1
"XADD (R8l, R8l)",0.75
"XADD_LOCK (M16, R16)",19.0
"XADD_LOCK (M32, R32)",19.0
"XADD_LOCK (M64, R64)",19.0
"XADD_LOCK (M8, R8h)",19.0
"XADD_LOCK (M8, R8l)",19.0
"XCHG (M16, R16)",19.0
"XCHG (M32, R32)",19.0
"XCHG (M64, R64)",19.0
"XCHG (M8, R8h)",19.0
"XCHG (M8, R8l)",19.0
"XCHG (R16, AX)",1.0
"XCHG (R16, R16)",0.75
"XCHG (R32, EAX)",1.0
"XCHG (R32, R32)",0.75
"XCHG (R64, R64)",0.75
"XCHG (R64, RAX)",1.0
"XCHG (R8h, R8h)",0.96
"XCHG (R8h, R8l)",0.96
"XCHG (R8l, R8h)",0.95
"XCHG (R8l, R8l)",0.75
XLAT,1.02
"XOR (AL, 0)",0.53
"XOR (AL, I8)",0.53
"XOR (AX, I16)",0.54
"XOR (EAX, I32)",0.5
"XOR (M16, 0)",1.0
"XOR (M16, I16)",1.0
"XOR (M16, I8)",1.0
"XOR (M16, R16)",1.1
"XOR (M32, 0)",1.0
"XOR (M32, I32)",1.0
"XOR (M32, I8)",1.0
"XOR (M32, R32)",1.09
"XOR (M64, 0)",1.0
"XOR (M64, I32)",1.0
"XOR (M64, I8)",1.0
"XOR (M64, R64)",1.09
"XOR (M8, 0)",1.0
"XOR (M8, I8)",1.0
"XOR (M8, R8h)",1.09
"XOR (M8, R8l)",1.09
"XOR (R16, 0)",0.27
"XOR (R16, I16)",0.27
"XOR (R16, I8)",0.27
"XOR (R16, M16)",0.5
"XOR (R32, 0)",0.25
"XOR (R32, I32)",0.25
"XOR (R32, I8)",0.25
"XOR (R32, M32)",0.5
"XOR (R64, 0)",0.25
"XOR (R64, I32)",0.25
"XOR (R64, I8)",0.25
"XOR (R64, M64)",0.5
"XOR (R8h, 0)",0.29
"XOR (R8h, I8)",0.29
"XOR (R8h, M8)",0.5
"XOR (R8l, M8)",0.5
"XOR (RAX, I32)",0.54
"XOR_30 (R8h, R8h)",0.4
"XOR_30 (R8h, R8l)",0.4
"XOR_30 (R8l, R8h)",0.4
"XOR_30 (R8l, R8l)",0.25
"XOR_31 (R16, R16)",0.25
"XOR_31 (R32, R32)",0.25
"XOR_31 (R64, R64)",0.25
"XOR_32 (R8h, R8h)",0.4
"XOR_32 (R8h, R8l)",0.4
"XOR_32 (R8l, R8h)",0.4
"XOR_32 (R8l, R8l)",0.25
"XOR_33 (R16, R16)",0.25
"XOR_33 (R32, R32)",0.25
"XOR_33 (R64, R64)",0.25
"XOR_LOCK (M16, 0)",19.0
"XOR_LOCK (M16, I16)",19.0
"XOR_LOCK (M16, I8)",19.0
"XOR_LOCK (M16, R16)",19.0
"XOR_LOCK (M32, 0)",19.0
"XOR_LOCK (M32, I32)",19.0
"XOR_LOCK (M32, I8)",19.0
"XOR_LOCK (M32, R32)",19.0
"XOR_LOCK (M64, 0)",19.0
"XOR_LOCK (M64, I32)",19.0
"XOR_LOCK (M64, I8)",19.0
"XOR_LOCK (M64, R64)",19.0
"XOR_LOCK (M8, 0)",19.0
"XOR_LOCK (M8, I8)",19.0
"XOR_LOCK (M8, R8h)",19.0
"XOR_LOCK (M8, R8l)",19.0
"XOR_R0 (R8l, 0)",0.25
"XOR_R0 (R8l, I8)",0.25
"XOR_R4 (R8l, 0)",0.25
"XOR_R4 (R8l, I8)",0.25
"ANDN (R32, R32, M32)",0.5
"ANDN (R32, R32, R32)",0.5
"ANDN (R64, R64, M64)",0.5
"ANDN (R64, R64, R64)",0.5
"BEXTR (R32, M32, R32)",0.78
"BEXTR (R32, R32, R32)",0.5
"BEXTR (R64, M64, R64)",0.78
"BEXTR (R64, R64, R64)",0.5
"BLSI (R32, M32)",0.5
"BLSI (R32, R32)",0.5
"BLSI (R64, M64)",0.5
"BLSI (R64, R64)",0.5
"BLSMSK (R32, M32)",0.5
"BLSMSK (R32, R32)",0.5
"BLSMSK (R64, M64)",0.5
"BLSMSK (R64, R64)",0.5
"BLSR (R32, M32)",0.5
"BLSR (R32, R32)",0.5
"BLSR (R64, M64)",0.5
"BLSR (R64, R64)",0.5
"TZCNT (R16, M16)",1.0
"TZCNT (R16, R16)",1.0
"TZCNT (R32, M32)",1.0
"TZCNT (R32, R32)",1.0
"TZCNT (R64, M64)",1.0
"TZCNT (R64, R64)",1.0
"BZHI (R32, M32, R32)",0.5
"BZHI (R32, R32, R32)",0.5
"BZHI (R64, M64, R64)",0.5
"BZHI (R64, R64, R64)",0.5
"MULX (R32, R32, M32)",1.0
"MULX (R32, R32, R32)",1.0
"MULX (R64, R64, M64)",1.0
"MULX (R64, R64, R64)",1.0
"PDEP (R32, R32, M32)",1.0
"PDEP (R32, R32, R32)",1.0
"PDEP (R64, R64, M64)",1.0
"PDEP (R64, R64, R64)",1.0
"PEXT (R32, R32, M32)",1.0
"PEXT (R32, R32, R32)",1.0
"PEXT (R64, R64, M64)",1.0
"PEXT (R64, R64, R64)",1.0
"RORX (R32, M32, I8)",0.5
"RORX (R32, R32, I8)",0.5
"RORX (R64, M64, I8)",0.5
"RORX (R64, R64, I8)",0.5
"SARX (R32, M32, R32)",0.5
"SARX (R32, R32, R32)",0.5
"SARX (R64, M64, R64)",0.5
"SARX (R64, R64, R64)",0.5
"SHLX (R32, M32, R32)",0.5
"SHLX (R32, R32, R32)",0.5
"SHLX (R64, M64, R64)",0.5
"SHLX (R64, R64, R64)",0.5
"SHRX (R32, M32, R32)",0.5
"SHRX (R32, R32, R32)",0.5
"SHRX (R64, M64, R64)",0.5
"SHRX (R64, R64, R64)",0.5
CLFLUSH (M512),51.03
"VCVTPH2PS (XMM, M64)",1.0
"VCVTPH2PS (XMM, XMM)",1.0
"VCVTPH2PS (YMM, M128)",1.0
"VCVTPH2PS (YMM, XMM)",1.0
"VCVTPS2PH (M128, YMM, I8)",1.0
"VCVTPS2PH (M64, XMM, I8)",1.0
"VCVTPS2PH (XMM, XMM, I8)",1.0
"VCVTPS2PH (XMM, YMM, I8)",1.0
"VFMADD132PD (XMM, XMM, M128)",0.5
"VFMADD132PD (XMM, XMM, XMM)",0.5
"VFMADD132PD (YMM, YMM, M256)",0.5
"VFMADD132PD (YMM, YMM, YMM)",0.5
"VFMADD132PS (XMM, XMM, M128)",0.5
"VFMADD132PS (XMM, XMM, XMM)",0.5
"VFMADD132PS (YMM, YMM, M256)",0.5
"VFMADD132PS (YMM, YMM, YMM)",0.5
"VFMADD132SD (XMM, XMM, M64)",0.5
"VFMADD132SD (XMM, XMM, XMM)",0.5
"VFMADD132SS (XMM, XMM, M32)",0.5
"VFMADD132SS (XMM, XMM, XMM)",0.5
"VFMADD213PD (XMM, XMM, M128)",0.5
"VFMADD213PD (XMM, XMM, XMM)",0.5
"VFMADD213PD (YMM, YMM, M256)",0.5
"VFMADD213PD (YMM, YMM, YMM)",0.5
"VFMADD213PS (XMM, XMM, M128)",0.5
"VFMADD213PS (XMM, XMM, XMM)",0.5
"VFMADD213PS (YMM, YMM, M256)",0.5
"VFMADD213PS (YMM, YMM, YMM)",0.5
"VFMADD213SD (XMM, XMM, M64)",0.5
"VFMADD213SD (XMM, XMM, XMM)",0.5
"VFMADD213SS (XMM, XMM, M32)",0.5
"VFMADD213SS (XMM, XMM, XMM)",0.5
"VFMADD231PD (XMM, XMM, M128)",0.5
"VFMADD231PD (XMM, XMM, XMM)",0.5
"VFMADD231PD (YMM, YMM, M256)",0.5
"VFMADD231PD (YMM, YMM, YMM)",0.5
"VFMADD231PS (XMM, XMM, M128)",0.5
"VFMADD231PS (XMM, XMM, XMM)",0.5
"VFMADD231PS (YMM, YMM, M256)",0.5
"VFMADD231PS (YMM, YMM, YMM)",0.5
"VFMADD231SD (XMM, XMM, M64)",0.5
"VFMADD231SD (XMM, XMM, XMM)",0.5
"VFMADD231SS (XMM, XMM, M32)",0.5
"VFMADD231SS (XMM, XMM, XMM)",0.5
"VFMADDSUB132PD (XMM, XMM, M128)",0.5
"VFMADDSUB132PD (XMM, XMM, XMM)",0.5
"VFMADDSUB132PD (YMM, YMM, M256)",0.5
"VFMADDSUB132PD (YMM, YMM, YMM)",0.5
"VFMADDSUB132PS (XMM, XMM, M128)",0.5
"VFMADDSUB132PS (XMM, XMM, XMM)",0.5
"VFMADDSUB132PS (YMM, YMM, M256)",0.5
"VFMADDSUB132PS (YMM, YMM, YMM)",0.5
"VFMADDSUB213PD (XMM, XMM, M128)",0.5
"VFMADDSUB213PD (XMM, XMM, XMM)",0.5
"VFMADDSUB213PD (YMM, YMM, M256)",0.5
"VFMADDSUB213PD (YMM, YMM, YMM)",0.5
"VFMADDSUB213PS (XMM, XMM, M128)",0.5
